0,5,0
1.10256409645081,5,0
1.10256409645081,6,0
0,6,0
0,5,1.125
1.10256409645081,5,1.125
1.10256409645081,6,1.125
0,6,1.125
0,5,2.25
1.10256409645081,5,2.25
1.10256409645081,6,2.25
0,6,2.25
0,5,3.375
1.10256409645081,5,3.375
1.10256409645081,6,3.375
0,6,3.375
0,5,4.5
1.10256409645081,5,4.5
1.10256409645081,6,4.5
0,6,4.5
0,5,5.625
1.10256409645081,5,5.625
1.10256409645081,6,5.625
0,6,5.625
0,5,6.75
1.10256409645081,5,6.75
1.10256409645081,6,6.75
0,6,6.75
0,5,7.875
1.10256409645081,5,7.875
1.10256409645081,6,7.875
0,6,7.875
0,5,9
1.10256409645081,5,9
1.10256409645081,6,9
0,6,9
0,5,10.125
1.10256409645081,5,10.125
1.10256409645081,6,10.125
0,6,10.125
0,5,11.25
1.10256409645081,5,11.25
1.10256409645081,6,11.25
0,6,11.25
0,5,12.375
1.10256409645081,5,12.375
1.10256409645081,6,12.375
0,6,12.375
0,5,13.5
1.10256409645081,5,13.5
1.10256409645081,6,13.5
0,6,13.5
0,5,14.625
1.10256409645081,5,14.625
1.10256409645081,6,14.625
0,6,14.625
0,5,15.75
1.10256409645081,5,15.75
1.10256409645081,6,15.75
0,6,15.75
0,5,16.875
1.10256409645081,5,16.875
1.10256409645081,6,16.875
0,6,16.875
0,5,18
1.10256409645081,5,18
1.10256409645081,6,18
0,6,18
1.10256409645081,7,0
0,7,0
1.10256409645081,7,1.125
0,7,1.125
1.10256409645081,7,2.25
0,7,2.25
1.10256409645081,7,3.375
0,7,3.375
1.10256409645081,7,4.5
0,7,4.5
1.10256409645081,7,5.625
0,7,5.625
1.10256409645081,7,6.75
0,7,6.75
1.10256409645081,7,7.875
0,7,7.875
1.10256409645081,7,9
0,7,9
1.10256409645081,7,10.125
0,7,10.125
1.10256409645081,7,11.25
0,7,11.25
1.10256409645081,7,12.375
0,7,12.375
1.10256409645081,7,13.5
0,7,13.5
1.10256409645081,7,14.625
0,7,14.625
1.10256409645081,7,15.75
0,7,15.75
1.10256409645081,7,16.875
0,7,16.875
1.10256409645081,7,18
0,7,18
1.10256409645081,8,0
0,8,0
1.10256409645081,8,1.125
0,8,1.125
1.10256409645081,8,2.25
0,8,2.25
1.10256409645081,8,3.375
0,8,3.375
1.10256409645081,8,4.5
0,8,4.5
1.10256409645081,8,5.625
0,8,5.625
1.10256409645081,8,6.75
0,8,6.75
1.10256409645081,8,7.875
0,8,7.875
1.10256409645081,8,9
0,8,9
1.10256409645081,8,10.125
0,8,10.125
1.10256409645081,8,11.25
0,8,11.25
1.10256409645081,8,12.375
0,8,12.375
1.10256409645081,8,13.5
0,8,13.5
1.10256409645081,8,14.625
0,8,14.625
1.10256409645081,8,15.75
0,8,15.75
1.10256409645081,8,16.875
0,8,16.875
1.10256409645081,8,18
0,8,18
1.10256409645081,9,0
0,9,0
1.10256409645081,9,1.125
0,9,1.125
1.10256409645081,9,2.25
0,9,2.25
1.10256409645081,9,3.375
0,9,3.375
1.10256409645081,9,4.5
0,9,4.5
1.10256409645081,9,5.625
0,9,5.625
1.10256409645081,9,6.75
0,9,6.75
1.10256409645081,9,7.875
0,9,7.875
1.10256409645081,9,9
0,9,9
1.10256409645081,9,10.125
0,9,10.125
1.10256409645081,9,11.25
0,9,11.25
1.10256409645081,9,12.375
0,9,12.375
1.10256409645081,9,13.5
0,9,13.5
1.10256409645081,9,14.625
0,9,14.625
1.10256409645081,9,15.75
0,9,15.75
1.10256409645081,9,16.875
0,9,16.875
1.10256409645081,9,18
0,9,18
1.10256409645081,10,0
0,10,0
1.10256409645081,10,1.125
0,10,1.125
1.10256409645081,10,2.25
0,10,2.25
1.10256409645081,10,3.375
0,10,3.375
1.10256409645081,10,4.5
0,10,4.5
1.10256409645081,10,5.625
0,10,5.625
1.10256409645081,10,6.75
0,10,6.75
1.10256409645081,10,7.875
0,10,7.875
1.10256409645081,10,9
0,10,9
1.10256409645081,10,10.125
0,10,10.125
1.10256409645081,10,11.25
0,10,11.25
1.10256409645081,10,12.375
0,10,12.375
1.10256409645081,10,13.5
0,10,13.5
1.10256409645081,10,14.625
0,10,14.625
1.10256409645081,10,15.75
0,10,15.75
1.10256409645081,10,16.875
0,10,16.875
1.10256409645081,10,18
0,10,18
1.10256409645081,11,0
0,11,0
1.10256409645081,11,1.125
0,11,1.125
1.10256409645081,11,2.25
0,11,2.25
1.10256409645081,11,3.375
0,11,3.375
1.10256409645081,11,4.5
0,11,4.5
1.10256409645081,11,5.625
0,11,5.625
1.10256409645081,11,6.75
0,11,6.75
1.10256409645081,11,7.875
0,11,7.875
1.10256409645081,11,9
0,11,9
1.10256409645081,11,10.125
0,11,10.125
1.10256409645081,11,11.25
0,11,11.25
1.10256409645081,11,12.375
0,11,12.375
1.10256409645081,11,13.5
0,11,13.5
1.10256409645081,11,14.625
0,11,14.625
1.10256409645081,11,15.75
0,11,15.75
1.10256409645081,11,16.875
0,11,16.875
1.10256409645081,11,18
0,11,18
2.20512819290161,5,0
